,id_fifa,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating,goles
722,258386,Derick Poloni,5,Farense,Por,31,6,395,0.7,0.3,0.2,0.5,0.0,0.5,1.5,0.15,-0.15,0.03,4,0.04,6.1,0
723,258386,Derrick Köhn,5,Werder Bremen,Ger,25,8,370,0.6,0.5,0.9,0.8,0.1,0.5,1.6,0.57,0.43,0.14,5,0.11,6.45,1
724,259583,Destiny Udogie,5,Tottenham,Ing,21,11,919,0.5,1.0,0.6,2.0,0.1,1.2,1.1,0.32,-0.32,0.03,5,0.06,6.8,0
725,0,Devis Vásquez,0,Empoli,Ita,26,12,1080,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.66,0
726,0,Devyne Rensch,2,Ajax,Ned,21,8,720,1.3,1.1,0.3,0.6,0.1,0.6,0.8,0.75,0.25,0.09,10,0.08,7.11,1
727,235424,Diadié Samassékou,2,Hoffenheim,Ger,28,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.05,0
728,248478,Diant Ramaj,0,Ajax,Ned,23,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.96,0
729,219693,Diego Carlos,2,Sevilla,Esp,31,34,2961,0.9,0.1,0.1,0.6,0.0,0.1,0.4,2.55,0.45,0.08,30,0.08,6.75,3
733,264158,Diego Collado,10,Gil Vicente,Por,23,5,21,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.05,-0.05,0.19,1,0.05,6.09,0
734,258534,Diego Conde,0,Getafe,Esp,26,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.18,0
735,264158,Diego Coppola,2,Verona,Ita,20,11,857,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.06,-0.06,0.01,1,0.06,6.43,0
736,227106,Diego González,2,Elche,Esp,29,28,1790,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.23,-0.23,0.01,4,0.06,6.36,0
737,264158,Diego Lainez,5,Real Betis,Esp,24,7,136,0.1,0.4,0.9,0.1,0.0,1.1,0.4,0.1,-0.1,0.07,1,0.1,6.16,0
738,146748,Diego López,0,Espanyol,Esp,43,36,3179,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.78,0
740,264158,Diego Moreira,5,Strasbourg,Fra,20,11,829,0.8,0.8,0.9,1.3,0.0,0.8,1.1,0.6,0.4,0.07,9,0.07,6.86,1
741,220414,Diego Rico,5,Real Sociedad,Esp,31,21,1647,0.5,0.7,0.6,0.8,0.2,0.3,1.2,0.19,-0.19,0.01,10,0.02,6.74,0
742,264158,Dies Janse,2,Ajax,Ned,18,2,180,0.5,1.0,1.0,1.5,0.0,0.0,1.0,0.01,-0.01,0.01,1,0.01,6.68,0
743,0,Dilane Bakwa,5,Strasbourg,Fra,22,11,957,1.9,2.2,1.3,3.2,0.2,1.5,1.4,2.05,-1.05,0.19,21,0.1,7.09,1
744,203177,Dimitri Foulquier,5,Valencia,Esp,31,29,2337,0.6,0.4,0.8,1.4,0.0,0.4,0.7,0.64,-0.64,0.02,16,0.04,6.46,0
746,236457,Dimitris Giannoulis,5,Augsburg,Ger,29,10,882,0.8,0.7,0.9,0.9,0.0,0.3,2.1,0.65,-0.65,0.07,8,0.08,6.72,0
747,0,Dimitris Rallis,10,SC Heerenveen,Ned,19,9,256,0.6,0.2,0.3,0.4,0.3,1.1,1.0,0.67,1.33,0.24,5,0.13,6.28,2
748,0,Dimitry Bertaud,0,Montpellier,Fra,26,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.42,0
749,195859,Dinis Pinto,2,Moreirense,Por,24,6,421,0.8,0.8,0.2,1.0,0.0,0.5,0.7,0.54,0.47,0.11,5,0.11,6.75,1
750,246974,Diogo Calila,5,Santa Clara,Por,26,10,535,0.5,0.6,0.1,0.6,0.1,0.1,1.2,0.74,0.26,0.13,5,0.15,6.44,1
751,234577,Diogo Costa,0,Porto,Por,25,11,990,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.72,0
752,234574,Diogo Dalot,5,Man Utd,Ing,25,11,957,0.3,0.8,0.6,0.5,0.0,0.1,1.0,0.79,-0.79,0.07,3,0.26,6.95,0
753,224458,Diogo Jota,10,Liverpool,Ing,27,7,497,2.0,0.4,0.3,1.1,0.0,1.4,2.3,3.31,-1.31,0.6,14,0.24,6.86,2
754,234575,Diogo Leite,2,Union Berlin,Ger,25,10,900,1.1,0.7,0.5,1.3,0.1,0.3,0.7,0.98,-0.98,0.1,11,0.09,7.2,0
755,246974,Diogo Travassos,2,Estrela da Amadora,Por,20,4,298,0.5,0.5,1.3,1.0,0.0,0.5,1.5,0.02,-0.02,0.01,2,0.01,6.34,0
756,262334,Dirk Proper,2,NEC Nijmegen,Ned,22,7,586,0.6,0.7,0.1,0.7,0.1,0.6,0.7,0.59,-0.59,0.09,4,0.15,6.65,0
757,0,Djed Spence,5,Tottenham,Ing,24,3,63,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.27,0
758,217940,Djené Dakonam,5,Getafe,Esp,32,35,3117,0.1,0.3,0.5,1.0,0.0,0.3,0.9,0.16,-0.16,0.0,4,0.04,6.61,0
759,264248,Djevencio van der Kust,2,Sparta Rotterdam,Ned,23,11,904,0.1,0.3,0.0,0.3,0.1,0.3,1.5,0.02,-0.02,0.0,1,0.02,6.28,0
760,0,Djibril Sidibé,5,Toulouse,Fra,32,11,732,0.2,0.9,0.5,1.0,0.0,0.5,0.7,0.16,-0.16,0.02,2,0.08,6.97,0
761,0,Djibril Soumaré,5,Nacional,Por,21,2,104,0.5,0.0,0.0,0.5,0.0,0.0,2.0,0.02,-0.02,0.02,1,0.02,7.1,0
762,237502,Djordje Petrovic,0,Strasbourg,Fra,25,8,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.54,0
763,0,Dodô,5,Fiorentina,Ita,25,12,1080,0.8,1.3,1.8,1.5,0.1,0.7,1.8,0.36,-0.36,0.03,9,0.04,7.12,0
764,234835,Domagoj Bradaric,5,Verona,Ita,24,7,412,0.3,0.9,0.4,0.3,0.1,0.4,0.7,0.06,-0.06,0.01,2,0.03,6.21,0
765,231137,Domen Crnigoj,5,Venezia,Ita,28,4,80,0.0,0.0,0.0,0.8,0.0,0.3,0.8,0.0,0.0,0.0,0,0.0,6.15,0
766,234835,Domingos Duarte,2,Granada,Esp,29,21,1689,0.3,0.1,0.1,0.7,0.0,0.0,0.3,0.8,0.2,0.04,6,0.13,6.5,1
767,221479,Dominic Calvert-Lewin,10,Everton,Ing,27,11,904,2.4,0.5,0.5,1.1,1.5,1.5,3.5,4.25,-2.25,0.42,26,0.16,6.74,2
768,234835,Dominic Solanke,10,Tottenham,Ing,27,9,799,2.7,0.4,1.4,1.4,0.2,1.4,2.2,5.67,-1.67,0.64,24,0.24,7.3,4
769,263139,Dominik Greif,0,Mallorca,Esp,27,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.86,0
770,234835,Dominik Janosek,5,NAC Breda,Ned,26,12,579,1.1,1.1,0.2,1.1,0.0,0.7,0.8,1.17,0.83,0.18,13,0.09,6.62,2
771,234835,Dominik Javorcek,2,Holstein Kiel,Ger,22,1,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.97,0
772,212212,Dominik Kohr,5,Mainz,Ger,30,9,795,0.4,0.3,0.3,1.2,0.0,0.1,0.8,0.05,-0.05,0.01,4,0.01,6.77,0
773,236772,Dominik Szoboszlai,5,Liverpool,Ing,24,11,747,1.1,1.3,0.7,0.6,0.0,0.5,1.2,1.29,-1.29,0.16,12,0.11,6.64,0
774,205377,Donovan Léon,0,Auxerre,Fra,32,11,990,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.83,0
775,231447,Donyell Malen,10,Borussia Dortmund,Ger,25,9,397,0.9,0.0,0.8,0.7,0.2,0.4,1.1,1.5,0.5,0.34,8,0.19,6.37,2
776,236499,Douglas Augusto,2,Nantes,Fra,27,9,761,1.2,0.4,0.7,1.7,0.0,0.4,0.4,2.23,-1.23,0.26,11,0.2,6.72,1
777,236499,Douglas Luiz,5,Juventus,Ita,26,7,269,0.6,1.1,1.3,0.4,0.0,0.4,0.7,0.44,-0.44,0.15,4,0.11,6.6,0
778,236615,Drissa Camara,5,Parma Calcio 1913,Ita,22,6,62,0.3,0.0,0.3,0.7,0.0,0.0,0.5,0.07,-0.07,0.1,2,0.03,6.05,0
779,259583,Dudu Teodora,10,Nacional,Por,25,2,49,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,6.07,0
780,0,Duje Caleta-Car,2,Lyon,Fra,28,10,900,0.6,0.1,0.0,0.5,0.2,0.1,0.4,1.55,-0.55,0.15,6,0.26,6.78,1
781,229558,Duplexe Tchamba,2,Casa Pia AC,Por,26,4,340,0.3,0.3,0.0,0.5,0.0,0.3,1.0,0.06,0.94,0.01,1,0.06,7.0,1
782,246430,Dusan Vlahovic,10,Juventus,Ita,24,12,979,3.6,0.4,0.2,0.6,0.5,0.5,2.1,8.27,-2.27,0.76,43,0.19,6.85,6
783,0,Duván Zapata,10,Torino,Ita,33,7,589,3.0,1.3,0.1,1.1,0.3,1.1,1.3,3.21,-0.21,0.49,21,0.15,7.14,3
784,243282,Dwight McNeil,5,Everton,Ing,24,10,889,1.6,2.7,1.6,1.0,0.1,1.8,1.8,0.67,2.33,0.07,16,0.04,7.29,3
785,0,Dyego Sousa,10,Nacional,Por,35,1,27,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.99,0
786,239814,Dylan Batubinsika,2,Saint-Etienne,Fra,28,11,863,0.3,0.0,0.4,0.5,0.0,0.0,0.3,0.45,-0.45,0.05,3,0.15,6.43,0
787,0,Dylan Mbayo,5,PEC Zwolle,Ned,23,12,591,0.8,0.8,1.1,1.6,0.2,0.7,1.4,2.29,0.71,0.35,10,0.23,6.71,3
788,0,Dylan Vente,10,PEC Zwolle,Ned,25,11,874,0.9,0.5,0.4,1.2,0.1,0.2,1.5,1.99,1.01,0.2,10,0.2,6.69,3
789,236940,Dário Essugo,2,Sporting,Por,19,2,16,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.1,0
790,236632,Dávid Hancko,2,Feyenoord,Ned,26,12,1080,1.8,0.7,0.3,0.8,0.0,0.3,0.4,2.04,-1.04,0.17,21,0.1,6.97,1
791,0,Désiré Doué,5,PSG,Fra,19,8,323,2.5,1.6,1.4,1.3,0.1,0.9,0.8,1.54,-1.54,0.43,20,0.08,6.73,0
792,191055,Dídac Vilá,5,Espanyol,Esp,35,9,197,0.0,0.3,0.1,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0,0.0,6.14,0
793,235794,Eberechi Eze,5,Crystal Palace,Ing,26,9,810,4.1,1.8,1.9,1.9,0.1,1.4,1.7,3.13,-2.13,0.35,37,0.08,6.97,1
794,236988,Eddie Nketiah,10,Crystal Palace,Ing,25,7,492,2.4,1.0,0.9,2.0,0.1,1.1,1.1,1.01,-1.01,0.18,17,0.06,6.6,0
795,183277,Eden Hazard,10,Real Madrid,Esp,33,18,714,0.7,1.5,1.4,1.7,0.2,0.6,1.2,1.36,-1.36,0.17,12,0.11,6.59,0
796,210257,Ederson,0,Man City,Ing,31,11,990,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.44,0
797,204234,Edgar Badia,0,Elche,Esp,32,24,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.77,0
798,194956,Edgar González,5,Real Betis,Esp,27,21,1457,0.2,0.1,0.2,0.4,0.0,0.0,0.2,0.92,0.08,0.06,5,0.18,6.74,1
799,234568,Edimilson Fernandes,5,Brest,Fra,28,3,202,0.7,0.3,0.3,0.7,0.0,0.3,1.0,0.08,-0.08,0.04,2,0.04,6.23,0
800,247263,Edmond Tapsoba,2,Leverkusen,Ger,25,10,896,0.8,0.2,0.4,0.1,0.1,0.3,0.7,0.54,-0.54,0.05,8,0.07,6.64,0
801,262171,Edoardo Bove,5,Fiorentina,Ita,22,10,751,0.7,0.9,0.6,2.0,0.0,0.8,1.0,0.99,0.01,0.12,7,0.14,6.96,1
802,223524,Edoardo Goldaniga,2,Como,Ita,31,9,494,0.1,0.0,0.1,0.7,0.0,0.1,0.1,0.06,-0.06,0.01,1,0.06,6.19,0
803,0,Edon Zhegrova,5,Lille,Fra,25,9,770,2.0,1.4,2.2,0.8,0.4,2.2,2.2,1.17,1.83,0.14,18,0.07,7.15,3
804,235844,Edson Álvarez,5,West Ham,Ing,27,8,411,0.4,0.5,0.3,0.6,0.0,0.4,0.3,0.1,-0.1,0.02,3,0.03,6.16,0
805,251534,Eduard Sobol,5,Strasbourg,Fra,29,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0
806,248243,Eduardo Camavinga,5,Real Madrid,Esp,22,26,1233,0.5,0.5,0.8,1.1,0.0,0.4,0.6,1.03,0.97,0.08,12,0.09,6.82,2
807,252144,Eduardo Quaresma,2,Sporting,Por,22,6,394,0.2,0.2,0.5,0.5,0.0,0.7,1.5,0.03,-0.03,0.01,1,0.03,6.65,0
808,259335,Ege Tiknaz,2,Rio Ave,Por,20,6,319,0.3,0.7,0.3,0.3,0.2,0.0,0.8,0.48,-0.48,0.14,2,0.24,6.74,0
809,0,El Bilal Touré,10,Stuttgart,Ger,23,9,312,1.6,0.7,0.3,0.3,0.1,0.1,1.1,1.48,0.52,0.43,14,0.11,6.58,2
810,0,El Chadaille Bitshiabu,2,RBL,Ger,19,6,218,0.2,0.3,0.2,0.0,0.0,0.0,0.3,0.04,-0.04,0.02,1,0.04,6.36,0
811,239964,Eldor Shomurodov,10,Roma,Ita,29,6,79,0.5,0.3,0.3,0.0,0.0,0.3,0.7,0.45,0.55,0.51,3,0.15,6.34,1
812,0,Elia Caprile,0,Napoli,Ita,23,4,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.9,0
813,246231,Eliano Reijnders,5,PEC Zwolle,Ned,24,8,331,0.4,0.1,0.3,0.1,0.0,0.4,0.8,0.07,-0.07,0.02,3,0.02,6.14,0
814,0,Eliaquim Mangala,2,Estoril,Por,33,6,381,0.0,0.0,0.5,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0,0.0,6.43,0
815,0,Elias Saad,5,St. Pauli,Ger,24,6,343,1.7,1.2,1.5,2.5,0.0,2.2,3.2,1.0,1.0,0.26,10,0.1,6.87,2
816,0,Eliesse Ben Seghir,10,Monaco,Fra,19,11,699,2.5,1.2,0.9,2.8,0.1,1.5,2.7,2.99,1.01,0.38,27,0.11,7.11,4
817,0,Eliot Matazo,2,Monaco,Fra,22,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0
818,0,Elisha Owusu,2,Auxerre,Fra,27,10,865,0.3,0.4,0.5,1.0,0.0,0.8,0.8,0.34,0.66,0.04,3,0.11,6.85,1
819,241390,Eljif Elmas,10,RBL,Ger,25,2,42,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.32,-0.32,0.68,2,0.16,6.3,0
820,254243,Elliot Anderson,5,Nottingham Forest,Ing,22,11,634,1.4,1.3,1.4,1.7,0.1,1.1,1.7,0.8,-0.8,0.11,15,0.05,6.93,0
821,246979,Ellyes Skhiri,2,Eintracht Frankfurt,Ger,29,10,674,0.3,0.5,0.1,0.2,0.1,0.4,0.7,0.19,-0.19,0.03,3,0.06,6.4,0
822,210864,Elseid Hysaj,5,Lazio,Ita,30,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.15,0
823,0,Elves Baldé,5,Farense,Por,25,8,331,1.4,0.4,0.6,0.6,0.1,1.5,1.5,0.82,0.18,0.22,11,0.07,6.27,1
824,240193,Elvis Rexhbeçaj,5,Augsburg,Ger,27,9,748,1.7,0.4,0.6,1.6,0.0,0.7,0.9,1.0,0.0,0.12,15,0.07,6.48,1
825,0,Elye Wahi,10,Marseille,Fra,21,9,508,1.6,0.7,0.2,0.8,1.1,1.0,1.2,4.59,-2.59,0.81,14,0.33,6.52,2
826,227509,Elías Már Ómarsson,10,NAC Breda,Ned,29,11,775,1.8,0.5,0.5,0.4,0.0,0.4,1.4,2.67,-0.67,0.31,20,0.13,6.61,2
827,258437,Emanuel Emegha,10,Strasbourg,Fra,21,8,643,2.1,0.9,0.6,1.8,0.8,1.1,2.1,4.92,-1.92,0.69,17,0.29,7.0,3
828,202811,Emanuel Poku,10,Almere City FC,Ned,19,2,103,1.0,0.0,1.0,0.0,0.0,1.0,2.5,0.64,-0.64,0.56,2,0.32,5.63,0
829,202811,Emanuele Valeri,5,Parma Calcio 1913,Ita,25,9,684,0.4,0.9,0.2,0.9,0.0,0.2,1.4,0.1,0.9,0.01,4,0.02,6.7,1
830,247204,Emerson,5,West Ham,Ing,30,11,858,0.5,0.7,0.2,0.4,0.0,0.4,1.1,0.76,-0.76,0.08,6,0.13,6.52,0
831,234642,Emerson Royal,5,Barcelona,Esp,25,3,90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,-0.02,0.0,1,0.02,6.28,0
833,252259,Emil Audero,0,Como,Ita,27,7,630,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0
834,252259,Emil Bohinen,2,Genoa,Ita,25,3,165,0.7,1.0,0.0,1.0,0.0,0.7,1.3,0.1,-0.1,0.06,2,0.05,6.15,0
835,252259,Emil Holm,5,Bologna,Ita,24,4,100,0.0,0.5,0.3,0.3,0.0,0.3,1.3,0.0,0.0,0.0,0,0.0,6.32,0
836,252259,Emil Krafth,5,Newcastle,Ing,30,3,241,0.3,0.3,0.0,0.3,0.0,0.3,0.7,0.03,-0.03,0.01,1,0.03,6.49,0
837,240273,Emile Smith Rowe,5,Fulham,Ing,24,11,805,1.6,1.3,0.5,0.8,0.3,0.5,1.4,2.56,0.44,0.29,18,0.14,6.9,3
838,226162,Emiliano Buendía,10,Aston Villa,Ing,27,4,20,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.05,-0.05,0.23,1,0.05,6.06,0
839,252259,Emiliano Martínez,0,Aston Villa,Ing,32,11,990,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.54,0
840,252259,Emilio Kehrer,10,Willem II,Ned,22,7,210,0.7,0.6,0.6,0.4,0.0,0.1,0.9,0.39,-0.39,0.17,5,0.08,6.34,0
841,0,Emmanuel Agbadou,5,Reims,Fra,27,11,990,1.2,0.6,0.6,0.3,0.0,0.5,0.5,0.41,-0.41,0.04,13,0.03,6.9,0
842,0,Emmanuel Biumla,2,Angers,Fra,19,9,732,0.3,0.0,0.7,0.4,0.0,0.2,0.6,0.79,0.21,0.1,3,0.26,6.61,1
843,0,Emmanuel Ekong,10,Empoli,Ita,22,9,101,0.3,0.1,0.8,0.3,0.0,1.0,0.6,0.08,-0.08,0.07,3,0.03,6.17,0
844,0,Emmanuel Gyasi,10,Empoli,Ita,30,12,1067,0.5,0.5,0.8,0.5,0.3,0.6,0.8,1.97,0.03,0.17,6,0.33,6.74,2
845,0,Emmanuel Sabbi,5,Le Havre,Fra,26,9,289,0.9,0.2,0.4,1.1,0.2,0.2,1.3,0.92,-0.92,0.29,8,0.11,6.18,0
846,208333,Emre Can,5,Borussia Dortmund,Ger,30,10,597,0.6,0.1,0.3,0.5,0.0,0.7,0.7,1.74,0.26,0.26,6,0.29,6.5,2
847,0,Enea Mihaj,2,Famalicao,Por,26,11,946,0.4,0.2,0.5,0.6,0.0,0.1,0.6,0.48,-0.48,0.05,4,0.12,7.04,0
848,0,Enes Mahmutovic,2,NAC Breda,Ned,27,2,37,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.62,0
849,223197,Enes Ünal,10,Getafe,Esp,27,37,2812,2.3,0.8,0.7,1.9,0.4,1.5,2.9,11.81,4.19,0.38,86,0.14,6.94,16
853,237239,Enis Bardhi,10,Levante,Esp,29,30,1699,1.4,1.4,1.3,1.5,0.1,1.1,1.7,3.98,-0.98,0.21,43,0.09,6.54,3
854,252146,Enric Franquesa,5,Levante,Esp,27,16,618,0.1,0.2,0.6,0.4,0.1,0.5,0.6,0.11,-0.11,0.02,1,0.11,6.18,0
855,0,Enric Llansana,2,Go Ahead Eagles,Ned,23,12,985,1.3,0.7,0.6,1.2,0.0,0.6,0.8,0.83,1.17,0.08,16,0.05,7.13,2
856,0,Enrico Delprato,2,Parma Calcio 1913,Ita,25,11,912,0.3,0.5,0.0,0.3,0.0,0.1,0.5,0.62,1.38,0.06,3,0.21,6.74,2
857,0,Enzo Ebosse,2,Udinese,Ita,25,1,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.21,0
858,200724,Enzo Fernández,5,Chelsea,Ing,23,10,610,0.5,1.2,0.3,1.1,0.0,0.9,1.0,0.39,-0.39,0.06,5,0.08,6.51,0
859,0,Enzo Le Fée,5,Roma,Ita,24,5,257,0.8,0.6,0.4,0.8,0.0,0.6,0.8,0.21,-0.21,0.07,4,0.05,6.58,0
860,252259,Enzo Millot,5,Stuttgart,Ger,22,10,692,1.9,1.2,1.6,1.0,0.2,1.8,2.5,4.72,-1.72,0.61,19,0.25,6.79,3
861,0,Enzo Roco,2,Elche,Esp,32,30,2555,0.4,0.1,0.2,0.2,0.0,0.1,0.5,0.98,0.02,0.03,11,0.09,6.48,1
862,0,Enzo Sternal,10,Marseille,Fra,17,2,22,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.03,0
863,0,Enzo Tchato,2,Montpellier,Fra,21,11,641,0.1,0.4,0.0,0.5,0.0,0.0,1.1,0.02,-0.02,0.0,1,0.02,6.27,0
864,0,Eray Cömert,5,Valencia,Esp,26,8,408,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.35,-0.35,0.08,3,0.12,6.07,0
865,246231,Eren Dinkçi,5,Freiburg,Ger,22,9,587,0.8,1.8,0.8,0.4,0.1,0.7,1.7,0.34,-0.34,0.05,7,0.05,6.63,0
866,238473,Erhan Masovic,5,Bochum,Ger,25,7,556,0.7,0.3,0.0,0.4,0.0,0.3,0.3,0.31,-0.31,0.05,5,0.06,6.36,0
867,202335,Eric Dier,5,Bayern,Ger,30,4,43,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.27,0
868,245037,Eric García,5,Barcelona,Esp,23,26,2044,0.2,0.2,0.1,0.2,0.1,0.0,0.5,0.4,-0.4,0.02,6,0.07,6.62,0
869,245037,Eric Smith,5,St. Pauli,Ger,27,10,849,0.8,0.9,0.2,0.6,0.2,0.0,0.3,0.39,0.61,0.04,8,0.05,6.94,1
870,245037,Eric Veiga,2,AVS Futebol SAD,Por,27,4,147,0.3,0.3,0.3,1.0,0.3,0.3,0.3,0.04,-0.04,0.02,1,0.04,6.09,0
871,245037,Eric da Silva Moreira,10,Nottingham Forest,Ing,18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.03,0
872,245037,Erick Cabaco,2,Getafe,Esp,29,11,405,0.1,0.2,0.0,0.4,0.0,0.0,0.1,0.09,-0.09,0.02,1,0.09,6.02,0
873,239085,Erling Haaland,10,Man City,Ing,24,11,990,5.0,0.5,0.5,0.5,0.1,1.3,1.3,11.41,0.59,1.04,55,0.21,7.6,12
874,238900,Ermedin Demirovic,10,Stuttgart,Ger,26,10,529,1.9,0.6,0.2,1.4,0.6,0.9,1.2,5.24,-0.24,0.89,19,0.28,6.67,5
875,0,Ernest Nuamah,5,Lyon,Fra,21,6,177,1.2,0.3,0.3,0.3,0.2,1.2,1.2,0.62,-0.62,0.31,7,0.09,6.2,0
876,264219,Ernest Poku,5,AZ Alkmaar,Ned,20,4,286,1.8,1.3,1.0,0.0,0.0,1.0,1.8,0.37,-0.37,0.12,7,0.05,6.7,0
877,212225,Eros Maddy,10,Auxerre,Fra,23,1,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,5.79,0
878,0,Espen van Ee,2,SC Heerenveen,Ned,21,11,789,1.3,0.4,0.2,1.3,0.0,0.9,1.2,0.48,-0.48,0.05,14,0.03,6.4,0
879,0,Estanis Pedrola,10,Barcelona,Esp,21,1,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.07,0
880,0,Esteban Lepaul,10,Angers,Fra,24,7,147,0.4,0.0,0.0,0.0,0.1,0.1,0.6,0.19,0.81,0.12,3,0.06,6.2,1
881,211270,Esteban Saveljich,2,Rayo Vallecano,Esp,33,21,1708,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.57,-0.57,0.03,9,0.06,6.53,0
882,221797,Ethan Mbappé,5,Lille,Fra,17,3,75,1.3,0.0,0.3,0.0,0.0,1.0,1.0,0.77,-0.77,0.93,4,0.19,6.12,0
883,221797,Ethan Nwaneri,5,Arsenal,Ing,17,5,52,0.4,0.2,0.4,0.4,0.2,0.4,0.6,0.08,-0.08,0.14,2,0.04,6.19,0
884,238717,Ethan Pinnock,2,Brentford,Ing,31,11,990,0.7,0.5,0.3,0.1,0.0,0.2,0.0,0.74,1.26,0.07,8,0.09,6.93,2
885,250916,Etienne Vaessen,0,FC Groningen,Ned,29,12,991,0.0,0.0,0.1,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,6.67,0
886,242752,Evan Ferguson,10,Brighton,Ing,20,6,101,0.5,0.0,0.0,0.2,0.0,0.5,0.3,0.16,0.84,0.14,3,0.05,6.24,1
887,256612,Evan Ndicka,2,Roma,Ita,25,12,1080,0.5,0.3,0.0,1.0,0.1,0.3,0.3,0.43,-0.43,0.04,6,0.07,6.7,0
888,256612,Evanilson,10,Bournemouth,Ing,25,10,714,1.9,0.7,0.5,1.4,0.8,0.9,1.2,3.82,0.18,0.48,19,0.2,6.8,4
890,256612,Evann Guessand,10,Nice,Fra,23,11,938,2.5,0.8,1.6,1.9,0.5,1.5,2.5,5.05,0.95,0.48,28,0.18,7.38,6
891,222716,Evert Linthorst,5,Go Ahead Eagles,Ned,24,12,853,0.4,0.6,0.4,0.3,0.0,0.3,0.8,0.19,-0.19,0.02,5,0.04,6.48,0
892,0,Exequiel Palacios,5,Leverkusen,Ger,26,4,86,0.3,1.8,0.0,0.0,0.3,0.5,0.0,0.04,-0.04,0.04,1,0.04,6.48,0
893,0,Ezequiel Bullaude,10,Fortuna Sittard,Ned,24,9,680,2.0,0.4,0.3,1.2,0.3,1.2,2.6,3.6,-0.6,0.48,18,0.2,6.62,3
894,0,Ezequiel Ponce,10,Elche,Esp,27,13,664,1.2,0.5,1.1,0.8,0.5,1.5,1.7,2.6,-1.6,0.35,15,0.17,6.36,1
