,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating
1547,Joseph Okumu,2,Reims,Fra,27,7,567,0.6,0.1,0.3,0.9,0.0,0.1,0.7,0.64,0.36,0.1,4,0.16,6.9
3262,Vanja Milinkovic-Savic,0,Torino,Ita,27,11,990,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.89
3261,Vangelis Pavlidis,10,Benfica,Por,25,10,815,2.1,1.9,1.2,0.6,1.5,1.3,2.5,4.11,-1.11,0.45,21,0.2,7.23
3161,Tiago Silva,10,Vitoria de Guimaraes,Por,31,10,832,0.5,1.6,0.5,2.1,0.1,0.4,1.3,1.03,-0.03,0.11,5,0.21,7.0
1695,Karol Linetty,5,Torino,Ita,29,11,766,0.5,0.5,0.3,0.8,0.0,0.5,0.8,0.27,0.73,0.03,5,0.05,6.39
2659,Pervis Estupiñán,5,Villarreal,Esp,26,28,1574,0.5,0.5,0.6,0.4,0.4,0.5,0.9,0.93,-0.93,0.05,14,0.07,6.52
3011,Sergio Postigo,2,Levante,Esp,36,13,849,0.2,0.2,0.0,0.2,0.0,0.1,0.2,0.07,-0.07,0.01,2,0.03,6.19
1817,Lee Jae-Sung,10,Mainz,Ger,32,9,767,1.7,0.9,0.6,1.0,0.3,0.9,1.8,2.71,-0.71,0.32,15,0.18,6.73
914,Faride Alidou,5,Verona,Ita,23,3,68,0.3,0.3,0.7,0.0,0.0,0.3,0.3,0.02,-0.02,0.02,1,0.02,6.11
2395,Nathaniel Clyne,5,Crystal Palace,Ing,33,5,295,0.2,0.0,0.0,0.4,0.0,0.4,0.8,0.01,-0.01,0.0,1,0.01,6.06
958,Florent Hanin,5,Angers,Fra,34,10,755,0.1,0.9,0.2,1.7,0.0,0.1,1.0,0.01,-0.01,0.0,1,0.01,6.66
538,Christian Günter,5,Freiburg,Ger,31,10,869,1.1,1.5,0.0,0.2,0.1,0.1,0.5,0.58,0.42,0.06,11,0.05,6.56
2511,Néstor Araújo,2,Celta Vigo,Esp,33,34,2617,0.2,0.1,0.1,0.3,0.0,0.1,0.3,0.31,-0.31,0.01,8,0.04,6.51
1919,Luis Abram,2,Granada,Esp,28,8,560,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.33,-0.33,0.05,2,0.16,6.6
359,Bart Verbruggen,0,Brighton,Ing,22,9,810,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.65
557,Claudio Bravo,0,Real Betis,Esp,41,17,1457,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.44
1446,Joan Sastre,2,Mallorca,Esp,27,7,255,0.3,0.0,0.4,0.9,0.0,0.3,0.3,0.05,-0.05,0.02,2,0.02,6.05
1087,Giorgi Mamardashvili,0,Valencia,Esp,24,18,1620,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.71
3269,Vasilios Zagaritis,2,Almere City FC,Ned,23,12,1071,0.6,1.3,1.8,1.3,0.1,0.8,2.3,0.37,-0.37,0.03,7,0.05,6.63
3264,Varazdat Haroyan,2,Cadiz,Esp,32,17,1439,0.2,0.2,0.2,0.4,0.1,0.1,0.4,0.84,0.16,0.05,3,0.28,6.49
1918,Ludwig Augustinsson,5,Sevilla,Esp,30,19,790,0.2,0.5,0.1,0.5,0.0,0.2,0.6,0.22,-0.22,0.02,4,0.05,6.4
2823,Robin Koch,5,Eintracht Frankfurt,Ger,28,10,883,0.3,0.1,0.1,0.3,0.1,0.0,0.2,0.18,-0.18,0.02,3,0.06,6.67
1922,Luis Henrique,5,Marseille,Fra,22,11,778,0.8,1.0,0.9,0.3,0.5,0.5,0.8,1.25,2.75,0.14,9,0.14,6.92
2252,Merlin Röhl,5,Freiburg,Ger,22,3,164,1.0,0.3,0.7,0.0,0.0,1.0,2.7,0.48,-0.48,0.26,3,0.16,6.41
383,Benjamin Bourigeaud,5,Rennes,Fra,30,1,81,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,0.8,0.22,2,0.1,7.99
3316,Wataru Endo,2,Liverpool,Ing,31,5,19,0.0,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0,0.0,6.09
1407,Jens Stage,5,Werder Bremen,Ger,28,7,558,1.4,0.3,0.1,1.0,0.0,0.1,0.9,2.47,1.53,0.4,10,0.25,6.89
1765,Koka,10,Rio Ave,Por,31,5,126,0.8,0.2,0.4,0.0,0.6,0.4,0.4,0.56,0.44,0.4,4,0.14,6.32
593,Curtis Jones,5,Liverpool,Ing,23,8,411,1.0,0.6,0.6,1.0,0.0,1.1,0.6,1.67,-0.67,0.36,8,0.21,6.76
2611,Patrizio Masini,5,Genoa,Ita,23,3,48,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.09,-0.09,0.17,1,0.09,6.13
2715,Rafik Messali,5,Toulouse,Fra,21,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.0
2764,Reuven Niemeijer,5,RKC Waalwijk,Ned,29,5,167,0.2,0.4,0.4,0.2,0.0,0.2,0.4,0.04,-0.04,0.02,1,0.04,6.03
2463,Nigel Thomas,5,Nacional,Por,23,8,544,0.8,1.4,0.1,0.5,0.0,0.6,1.8,0.37,0.63,0.06,6,0.06,6.42
1312,Jadon Sancho,5,Chelsea,Ing,24,5,309,0.2,1.6,2.4,0.2,0.0,0.2,1.4,0.12,-0.12,0.03,1,0.12,7.03
3128,Thibo Baeten,10,Go Ahead Eagles,Ned,22,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.94
1025,Gabriel Osho,5,Auxerre,Fra,26,9,735,0.2,0.0,0.2,0.9,0.0,0.3,0.4,0.95,-0.95,0.12,2,0.48,6.59
1910,Lucas Tousart,2,Union Berlin,Ger,27,2,132,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.19,-0.19,0.13,3,0.06,6.56
2328,Mitchell van Bergen,10,Twente,Ned,25,10,596,1.7,0.5,1.2,0.4,0.2,0.2,1.3,1.01,-1.01,0.15,17,0.06,6.54
1080,Gianluigi Donnarumma,0,PSG,Fra,25,8,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.76
1170,Harvey Barnes,5,Newcastle,Ing,26,11,495,1.6,0.8,0.5,0.6,0.1,0.5,1.2,2.31,1.69,0.42,18,0.13,6.77
3122,Theo Bair,10,Auxerre,Fra,25,10,327,0.7,0.5,0.0,0.2,0.6,0.1,0.4,1.15,-0.15,0.32,7,0.16,6.34
1067,Gerrit Holtmann,5,Bochum,Ger,29,3,140,0.3,0.0,0.3,0.3,0.0,1.0,0.7,0.02,-0.02,0.01,1,0.02,6.37
1809,Lawrence Ofori,2,Moreirense,Por,26,8,616,0.1,0.9,0.3,1.0,0.0,1.1,2.0,0.04,0.96,0.01,1,0.04,6.54
169,Amadou Dante,2,Arouca,Por,24,7,596,0.6,0.9,0.6,0.9,0.1,0.4,1.1,0.08,-0.08,0.01,4,0.02,6.48
3240,Unai Dufur,2,Osasuna,Esp,25,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.03,0.03,1,0.03,6.37
624,Dani de Wit,10,Bochum,Ger,26,9,637,1.0,0.4,0.1,0.4,0.4,0.2,0.6,1.37,0.63,0.19,9,0.15,6.46
1580,João Barros,10,Boavista,Por,18,5,98,0.4,0.2,0.4,0.2,0.0,0.6,0.2,0.12,-0.12,0.11,2,0.06,6.19
761,Djibril Soumaré,5,Nacional,Por,21,2,104,0.5,0.0,0.0,0.5,0.0,0.0,2.0,0.02,-0.02,0.02,1,0.02,7.1
1297,Jack Grealish,10,Man City,Ing,29,7,347,1.0,2.1,1.1,1.3,0.0,0.3,0.7,0.61,-0.61,0.16,7,0.09,6.77
959,Florent Mollet,5,Nantes,Fra,32,5,99,0.6,0.6,0.2,0.2,0.0,0.0,0.4,0.11,-0.11,0.1,3,0.04,6.24
528,Chiquinho,5,Wolves,Ing,24,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.16
602,Daler Kuzyaev,5,Le Havre,Fra,31,9,360,0.4,0.2,0.1,0.3,0.0,0.1,0.4,0.21,0.79,0.05,4,0.05,6.35
1226,Iddrisu Baba,2,Mallorca,Esp,28,26,1945,0.9,0.4,0.8,1.5,0.0,0.8,1.1,1.55,-0.55,0.07,23,0.07,6.63
1201,Hugo Sotelo,5,Celta Vigo,Esp,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.91
554,Ché Adams,10,Torino,Ita,28,11,675,1.4,0.9,0.4,1.0,0.6,0.7,1.4,2.59,0.41,0.35,15,0.17,6.62
686,David Simão,2,Arouca,Por,34,11,883,0.5,1.5,0.7,1.2,0.0,0.8,0.5,0.15,0.85,0.01,5,0.03,6.57
3446,Álex Remiro,0,Real Sociedad,Esp,29,35,3150,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.7
1794,Lamine Fomba,2,Saint-Etienne,Fra,26,2,68,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.04,-0.04,0.05,1,0.04,5.73
1084,Gijs Smal,2,Feyenoord,Ned,27,11,487,0.4,0.6,0.1,0.1,0.1,0.2,0.5,0.19,-0.19,0.04,4,0.05,6.43
2104,Marko Ivezic,5,Holstein Kiel,Ger,22,6,540,0.5,0.2,0.0,0.2,0.2,0.0,0.5,0.08,-0.08,0.01,3,0.03,6.55
1235,Igor Zubeldia,5,Real Sociedad,Esp,27,26,1649,0.3,0.1,0.1,0.2,0.0,0.0,0.3,0.8,-0.8,0.04,9,0.09,6.41
3266,Vasco Sousa,5,Porto,Por,21,7,309,0.9,0.3,0.3,2.0,0.0,0.9,1.1,0.17,-0.17,0.05,4,0.04,6.42
128,Alexander Isak,10,Real Sociedad,Esp,25,32,2157,2.3,0.6,1.4,0.9,0.5,1.1,1.8,10.07,-4.07,0.42,73,0.14,6.73
798,Edgar González,5,Real Betis,Esp,27,21,1457,0.2,0.1,0.2,0.4,0.0,0.0,0.2,0.92,0.08,0.06,5,0.18,6.74
3324,Wilfried Singo,5,Monaco,Fra,23,10,725,0.4,0.2,0.3,0.7,0.2,0.1,0.4,0.24,-0.24,0.03,4,0.06,6.76
2150,Matheus,0,Braga,Por,32,10,900,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.74
1159,Haris Belkebla,2,Angers,Fra,30,7,543,0.3,0.3,0.0,1.4,0.1,0.3,1.6,0.05,-0.05,0.01,2,0.02,6.29
1956,Luuk Wouters,2,RKC Waalwijk,Ned,25,4,238,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.72
893,Ezequiel Bullaude,10,Fortuna Sittard,Ned,24,9,680,2.0,0.4,0.3,1.2,0.3,1.2,2.6,3.6,-0.6,0.48,18,0.2,6.62
134,Alexander Nübel,0,Stuttgart,Ger,28,10,900,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.43
709,Denis Thomalla,10,FC Heidenheim,Ger,32,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.91
3185,Tino Kadewere,10,Nantes,Fra,28,8,479,0.9,1.0,0.4,0.3,0.3,0.9,1.3,1.46,-0.46,0.27,7,0.21,6.75
3140,Thomas Delaney,2,Sevilla,Esp,33,26,1545,0.7,0.4,0.2,0.8,0.0,0.2,0.4,1.43,0.57,0.08,17,0.08,6.69
3399,Youssouf Sabaly,5,Real Betis,Esp,31,10,789,0.4,0.7,0.6,0.9,0.1,0.7,2.2,0.09,-0.09,0.01,4,0.02,6.63
688,David Timor,5,Getafe,Esp,35,7,339,1.1,0.1,0.1,0.3,0.0,0.7,0.1,0.19,-0.19,0.05,8,0.02,6.01
397,Bernardo Silva,10,Man City,Ing,30,11,834,1.5,2.1,1.1,0.5,0.2,1.0,0.5,1.78,-1.78,0.19,17,0.1,6.81
289,Archie Gray,5,Tottenham,Ing,18,5,42,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0,0.0,6.11
2967,Saïd Benrahma,5,Lyon,Fra,29,7,443,1.1,1.4,0.7,0.7,0.4,1.0,1.3,0.96,0.04,0.19,8,0.12,6.74
49,Adrien Rabiot,5,Marseille,Fra,29,6,413,1.2,0.5,1.2,0.7,0.2,1.2,1.7,0.33,-0.33,0.07,7,0.05,6.55
1062,Gerard Piqué,2,Barcelona,Esp,37,27,2097,0.7,0.2,0.2,0.6,0.0,0.1,0.3,1.52,-0.52,0.07,19,0.08,6.93
939,Fernando Pacheco,0,Deportivo Alaves,Esp,32,34,3054,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.49
831,Emerson Royal,5,Barcelona,Esp,25,3,90,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,-0.02,0.0,1,0.02,6.28
1304,Jacob Bruun Larsen,10,Hoffenheim,Ger,26,7,110,0.9,0.3,0.4,0.0,0.0,0.7,0.3,0.3,-0.3,0.25,6,0.05,6.21
1208,Hélder Costa,5,Valencia,Esp,30,22,1119,0.4,0.8,1.0,0.6,0.0,1.0,1.6,0.33,-0.33,0.03,9,0.04,6.34
4,Aaron Wan-Bissaka,5,West Ham,Ing,26,10,815,0.3,0.8,1.8,0.4,0.1,0.9,0.9,0.08,-0.08,0.01,3,0.03,6.82
1722,Kevin Martins,10,Monza,Ita,19,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.06
2519,Oier Zarraga,5,Athletic Club,Esp,25,31,1151,0.6,0.2,0.1,0.4,0.0,0.3,0.6,1.32,-0.32,0.1,18,0.07,6.23
3337,Wout Faes,2,Leicester,Ing,26,11,990,0.6,0.1,0.3,0.4,0.0,0.3,0.5,1.13,-0.13,0.1,7,0.16,6.53
2730,Rasmus Højlund,10,Man Utd,Ing,21,7,418,0.7,0.6,0.7,1.0,0.6,1.0,2.1,1.36,-0.36,0.29,5,0.27,6.46
1155,Hamza Rafia,5,Lecce,Ita,25,10,525,0.8,1.1,0.4,1.5,0.0,0.9,0.8,0.3,-0.3,0.05,8,0.04,6.55
900,Fabiano Parisi,2,Fiorentina,Ita,24,5,154,0.6,0.0,0.6,1.2,0.0,0.8,0.4,0.23,0.77,0.13,3,0.08,6.69
737,Diego Lainez,5,Real Betis,Esp,24,7,136,0.1,0.4,0.9,0.1,0.0,1.1,0.4,0.1,-0.1,0.07,1,0.1,6.16
1848,Liam Delap,10,Ipswich,Ing,21,11,784,1.5,0.7,1.1,1.4,0.3,1.5,3.2,3.75,2.25,0.43,17,0.22,6.78
2572,Ousmane Diomande,2,Sporting,Por,20,10,798,1.4,0.2,0.0,0.5,0.1,0.2,0.0,0.77,-0.77,0.09,11,0.07,7.0
2877,Rubén Peña,10,Villarreal,Esp,33,7,127,0.4,0.3,0.3,0.6,0.0,0.9,0.3,0.26,-0.26,0.19,3,0.09,6.28
2584,Pablo Marí,2,Monza,Ita,31,12,1080,0.2,0.3,0.3,0.3,0.0,0.3,0.3,0.14,-0.14,0.01,2,0.07,6.83
2385,Nahuel Estévez,5,Parma Calcio 1913,Ita,28,4,234,0.8,0.3,0.0,0.3,0.0,0.5,0.3,0.09,-0.09,0.03,3,0.03,6.33
1233,Igor Matanovic,10,Eintracht Frankfurt,Ger,21,8,189,1.0,0.1,0.3,0.8,0.0,0.6,1.3,1.09,-0.09,0.52,8,0.14,6.26
617,Dani Gómez,10,Levante,Esp,26,28,1060,1.1,0.5,0.6,0.7,0.4,0.9,1.7,5.22,-1.22,0.44,31,0.17,6.33
53,Adrià Pedrosa,5,Espanyol,Esp,26,31,2723,0.8,0.7,1.5,1.5,0.0,0.8,2.0,0.99,0.01,0.03,25,0.04,6.68
916,Farès Chaïbi,10,Eintracht Frankfurt,Ger,21,9,423,1.1,1.1,0.6,0.1,0.1,0.1,1.0,1.86,-1.86,0.4,10,0.19,6.42
2161,Mathias Honsak,10,FC Heidenheim,Ger,27,7,239,1.0,0.7,0.3,0.6,0.1,0.3,1.3,0.31,-0.31,0.12,7,0.04,6.44
3046,Sofiane Diop,5,Nice,Fra,24,8,135,0.5,0.8,0.3,0.4,0.0,0.4,0.4,1.76,0.24,1.17,4,0.44,6.52
1972,M'Bala Nzola,10,Lens,Fra,28,6,428,2.0,1.5,0.5,1.2,1.2,2.3,3.5,2.42,-0.42,0.51,12,0.2,6.58
896,Fabian Rieder,5,Stuttgart,Ger,22,10,517,1.0,0.8,0.7,0.4,0.0,0.7,1.7,0.84,0.16,0.15,10,0.08,6.61
1197,Hugo Guillamón,5,Valencia,Esp,24,31,2368,0.2,0.4,0.3,2.0,0.1,0.7,0.9,0.59,0.41,0.02,7,0.08,6.45
1251,Isaiah Ahmed,5,SC Heerenveen,Ned,18,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.15
2761,Renato Sanches,5,Benfica,Por,27,5,84,0.0,0.0,0.6,0.4,0.0,0.8,0.4,0.0,0.0,0.0,0,0.0,6.21
2077,Marcus Thuram,10,Inter,Ita,27,12,976,2.7,1.3,0.3,1.8,0.4,0.6,2.3,6.27,0.73,0.58,32,0.2,7.45
1039,Gareth Bale,10,Real Madrid,Esp,35,5,283,3.0,0.4,0.2,0.0,0.2,0.4,1.0,1.67,-0.67,0.53,15,0.11,6.56
2965,Saël Kumbedi,5,Lyon,Fra,19,3,177,0.0,0.3,0.3,0.7,0.0,0.3,1.3,0.0,0.0,0.0,0,0.0,6.41
433,Brandon Aguilera,5,Rio Ave,Por,21,9,229,0.8,0.3,0.2,0.7,0.0,0.3,1.9,0.43,0.57,0.17,7,0.06,6.25
2810,Robert Sánchez,0,Chelsea,Ing,26,11,990,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.61
2591,Pape Sarr,5,Tottenham,Ing,22,11,442,1.0,0.5,0.2,1.1,0.0,0.4,0.4,0.68,-0.68,0.14,11,0.06,6.58
19,Abdón Prats,10,Mallorca,Esp,31,25,636,0.7,0.4,0.3,0.6,0.1,0.8,0.7,1.81,1.19,0.26,18,0.1,6.27
741,Diego Rico,5,Real Sociedad,Esp,31,21,1647,0.5,0.7,0.6,0.8,0.2,0.3,1.2,0.19,-0.19,0.01,10,0.02,6.74
38,Adamo Nagalo,2,PSV Eindhoven,Ned,22,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.01
3291,Vito van Crooij,10,NEC Nijmegen,Ned,28,5,327,2.0,1.8,0.2,1.2,0.4,0.4,0.6,1.17,1.83,0.32,10,0.12,7.68
567,Coke,5,Levante,Esp,37,6,114,0.2,0.3,0.3,0.2,0.0,0.0,0.2,0.78,0.22,0.61,1,0.78,6.44
2690,Piotr Zielinski,5,Inter,Ita,30,8,248,0.8,0.8,0.1,0.6,0.0,0.1,0.3,1.71,0.29,0.62,6,0.29,6.47
986,Francesco Caputo,10,Empoli,Ita,37,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.05
1990,Malick Fofana,5,Lyon,Fra,19,11,602,1.3,0.6,1.2,1.4,0.2,0.5,1.5,2.39,0.61,0.36,14,0.17,6.91
2060,Marco Rente,2,FC Groningen,Ned,27,9,810,0.7,0.1,0.2,0.8,0.0,0.4,0.4,0.29,0.71,0.03,6,0.05,7.0
580,Craig Dawson,2,Wolves,Ing,34,10,748,0.4,0.2,0.1,0.4,0.1,0.0,0.1,0.34,-0.34,0.04,4,0.08,6.49
1838,Lequincio Zeefuik,10,AZ Alkmaar,Ned,19,3,29,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.16,-0.16,0.5,3,0.05,6.05
3398,Youssouf Ndayishimiye,5,Nice,Fra,26,8,584,0.6,0.3,0.6,0.8,0.0,0.5,0.6,0.5,0.5,0.08,5,0.1,7.03
265,Antoine Joujou,5,Le Havre,Fra,21,8,310,0.8,0.5,1.9,0.1,0.0,0.6,1.6,0.28,-0.28,0.08,6,0.05,6.46
843,Emmanuel Ekong,10,Empoli,Ita,22,9,101,0.3,0.1,0.8,0.3,0.0,1.0,0.6,0.08,-0.08,0.07,3,0.03,6.17
1510,Jordan James,5,Rennes,Fra,20,3,27,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.09,-0.09,0.29,2,0.04,6.04
2781,Richarlison,10,Tottenham,Ing,27,5,88,0.2,0.4,0.2,0.4,0.0,0.2,0.4,0.29,-0.29,0.3,1,0.29,6.26
170,Amadou Haidara,5,RBL,Ger,26,10,583,0.8,0.2,0.6,0.4,0.0,0.4,0.3,0.74,-0.73,0.11,8,0.09,6.81
1816,Leandro Trossard,10,Arsenal,Ing,29,11,592,1.3,0.9,0.5,0.6,0.1,1.5,0.8,1.84,0.16,0.28,14,0.13,6.55
678,David López,5,Espanyol,Esp,35,18,744,0.3,0.2,0.1,0.3,0.0,0.1,0.4,0.65,-0.65,0.08,5,0.13,6.4
3004,Sergio Akieme,5,Reims,Fra,26,8,709,0.8,0.6,0.8,0.6,0.0,0.5,1.6,0.24,0.76,0.03,6,0.04,6.85
3341,Woyo Coulibaly,2,Parma Calcio 1913,Ita,25,11,834,0.2,0.5,0.6,0.7,0.1,0.8,1.4,0.08,-0.08,0.01,2,0.04,6.31
1444,Joan García,0,Espanyol,Esp,23,2,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0
612,Dani Alves,5,Barcelona,Esp,41,14,1103,0.4,1.6,0.9,0.4,0.0,0.4,0.7,0.16,0.84,0.01,5,0.03,7.03
3400,Youssoufa Moukoko,10,Nice,Fra,19,6,180,0.8,0.8,0.3,0.5,0.7,0.5,0.3,1.84,0.16,0.92,5,0.37,6.64
1892,Lucas Chevalier,0,Lille,Fra,23,11,990,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.93
1965,Luís Silva,5,AVS Futebol SAD,Por,32,2,92,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,6.0
2247,Mees de Wit,5,AZ Alkmaar,Ned,26,4,170,0.0,1.0,0.3,0.5,0.0,0.3,0.5,0.0,0.0,0.0,0,0.0,6.41
142,Alexis Saelemaekers,5,AC Milan,Ita,25,1,90,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.02,-0.02,0.02,1,0.02,6.61
3457,Álvaro Vadillo,5,Espanyol,Esp,30,3,6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.06
2188,Matteo Pessina,5,Monza,Ita,27,11,857,0.3,0.4,0.5,1.2,0.0,1.2,0.8,0.19,-0.19,0.02,3,0.06,6.43
1048,Geoffrey Kondogbia,5,Atletico,Esp,31,28,1885,0.5,0.4,1.0,1.3,0.0,0.9,1.0,0.49,0.51,0.02,15,0.03,6.81
3454,Álvaro Morata,10,AC Milan,Ita,32,8,534,1.4,0.6,0.4,1.5,0.4,1.0,2.0,1.29,0.71,0.22,11,0.12,6.6
206,Andreas Hanche-Olsen,2,Mainz,Ger,27,4,299,0.0,0.3,0.0,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0,0.0,6.03
1224,Ibrahima Sissoko,5,Bochum,Ger,27,10,833,0.5,1.0,1.0,1.1,0.1,0.3,0.8,0.21,-0.21,0.02,5,0.04,6.67
1063,Germán Pezzella,2,Real Betis,Esp,33,23,1991,0.8,0.0,0.1,0.3,0.1,0.0,0.1,1.32,-0.32,0.06,19,0.07,6.87
757,Djed Spence,5,Tottenham,Ing,24,3,63,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.27
656,Danny da Costa,5,Mainz,Ger,31,2,170,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,6.37
196,Ander Guevara,2,Real Sociedad,Esp,27,17,872,0.1,0.4,0.2,0.3,0.0,0.2,0.6,0.06,-0.06,0.01,2,0.03,6.37
322,Aske Adelgaard,2,Go Ahead Eagles,Ned,21,9,602,0.2,0.9,0.8,0.4,0.0,0.2,0.6,0.3,-0.3,0.05,2,0.15,6.47
2788,Ridgeciano Haps,5,Venezia,Ita,31,9,622,1.4,0.3,0.1,0.9,0.0,0.2,0.6,1.56,-1.56,0.23,13,0.12,6.3
3233,Tymoteusz Puchacz,5,Holstein Kiel,Ger,25,8,341,0.5,1.0,1.1,0.9,0.1,0.5,1.0,0.1,-0.1,0.03,4,0.02,6.58
1138,Gustavo Assunção,2,AVS Futebol SAD,Por,24,7,565,0.9,0.7,0.3,1.1,0.0,0.3,1.6,0.89,0.11,0.14,6,0.15,6.51
3280,Viktor Gyökeres,10,Sporting,Por,26,11,975,4.5,2.0,2.5,2.8,0.2,1.7,2.9,10.82,4.18,1.0,45,0.24,8.44
3343,Wylan Cyprien,5,Parma Calcio 1913,Ita,29,2,26,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.34,1.19,1,0.35,6.11
2816,Roberto Torres,5,Osasuna,Esp,35,28,799,0.5,0.9,0.2,0.4,0.0,0.2,0.4,2.0,0.0,0.23,15,0.13,6.3
1147,Guéla Doué,2,Strasbourg,Fra,22,10,900,0.8,0.2,0.6,0.6,0.0,0.3,1.0,0.65,0.35,0.06,8,0.08,6.83
2768,Ricardo Esgaio,5,Sporting,Por,31,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.13
2393,Nathan Zézé,2,Nantes,Fra,19,7,630,0.3,0.0,0.3,0.9,0.0,0.0,0.7,0.08,-0.08,0.01,2,0.04,7.14
1328,James Garner,5,Everton,Ing,23,4,251,0.5,0.3,0.5,0.0,0.0,0.3,0.3,0.05,-0.05,0.02,2,0.02,6.64
16,Abdoulaye Touré,2,Le Havre,Fra,30,11,900,1.5,0.3,0.4,1.4,0.0,1.2,0.9,3.2,-0.2,0.32,17,0.19,6.77
3460,Ángel Montoro,5,Granada,Esp,36,24,1331,0.9,1.0,0.0,0.8,0.1,0.5,0.8,1.55,-0.55,0.11,21,0.07,6.29
589,Cristo González,10,Arouca,Por,27,2,180,2.0,1.5,1.0,1.5,0.0,3.0,3.5,0.19,-0.19,0.09,4,0.05,6.65
711,Denis Zakaria,5,Monaco,Fra,27,8,657,0.9,0.4,1.4,0.8,0.0,1.3,1.1,1.47,0.53,0.2,7,0.21,7.17
3154,Tiago Esgaio,5,Arouca,Por,29,11,983,0.8,0.6,0.4,1.1,0.0,0.4,0.4,0.69,-0.69,0.06,9,0.08,6.94
3188,Toby Collyer,5,Man Utd,Ing,20,1,45,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,6.62
1631,Juan Pérez,0,Osasuna,Esp,28,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.44
1027,Gabriel Santos,10,Nacional,Por,25,3,86,1.3,0.7,0.0,1.0,0.0,0.0,1.7,0.37,-0.37,0.38,4,0.09,6.0
2545,Omar Alderete,2,Valencia,Esp,27,29,2412,0.6,0.1,0.4,0.2,0.0,0.1,0.7,0.9,1.1,0.03,18,0.05,6.79
