,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating
1479,Jon Morcillo,5,Athletic Club,Esp,26,7,49,0.1,0.0,0.0,0.1,0.0,0.1,0.6,0.4,-0.4,0.74,1,0.4,5.96
2030,Marc Cucurella,5,Getafe,Esp,26,1,22,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.19,-0.19,0.76,1,0.19,6.29
1982,Magnus Knudsen,5,Holstein Kiel,Ger,23,10,798,0.3,0.3,0.5,0.4,0.0,0.3,0.9,0.16,-0.16,0.02,3,0.05,6.4
1534,Jorge Molina,10,Granada,Esp,42,35,1958,1.3,0.9,0.2,1.1,0.3,0.7,1.5,7.67,2.33,0.35,46,0.17,6.71
2235,Maximilian Beier,10,Borussia Dortmund,Ger,22,9,416,0.7,0.8,0.8,0.8,0.2,1.2,1.1,1.4,-0.4,0.3,6,0.23,6.44
3389,Yordan Osorio,2,Parma Calcio 1913,Ita,30,3,172,0.3,0.3,0.0,0.7,0.0,0.0,0.3,0.02,-0.02,0.01,1,0.02,6.09
2008,Mandela Keita,2,Parma Calcio 1913,Ita,22,7,230,0.1,0.4,0.3,0.6,0.0,0.4,1.1,0.02,-0.02,0.01,1,0.02,6.02
3243,Unai Núñez,2,Athletic Club,Esp,27,9,621,0.7,0.2,0.3,0.8,0.0,0.1,0.4,0.84,-0.84,0.12,6,0.14,6.25
1339,Jamie Vardy,10,Leicester,Ing,37,10,847,1.2,0.7,0.2,0.5,1.0,0.4,1.6,3.08,0.92,0.33,12,0.26,6.74
2340,Mohamed Simakan,2,RBL,Ger,24,1,55,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.14
1680,Kaishu Sano,5,Mainz,Ger,23,10,884,0.4,0.3,0.6,1.4,0.0,1.1,1.5,0.13,-0.13,0.01,4,0.03,6.74
1081,Gideon Mensah,5,Auxerre,Fra,26,6,474,0.2,0.7,1.7,1.5,0.2,1.3,1.5,0.02,-0.02,0.0,1,0.02,7.22
388,Benjamin Sesko,10,RBL,Ger,21,10,674,1.7,0.4,0.8,0.2,0.3,1.4,1.0,2.4,0.6,0.32,17,0.14,6.93
2988,Sem Scheperman,5,Heracles,Ned,22,5,193,0.4,0.0,0.2,0.6,0.2,0.6,0.6,0.08,-0.08,0.04,2,0.04,6.49
2233,Maximilian Arnold,5,Wolfsburg,Ger,30,9,758,0.7,1.2,0.1,2.3,0.0,0.3,0.3,0.15,0.85,0.02,6,0.02,6.93
1964,Luís Rocha,2,Santa Clara,Por,38,9,810,0.8,0.1,0.1,0.7,0.0,0.1,0.2,0.19,-0.19,0.02,7,0.03,6.54
1877,Loïs Openda,10,RBL,Ger,24,10,827,2.8,0.9,0.7,2.5,1.0,0.8,2.8,4.52,0.48,0.49,28,0.16,7.06
2812,Roberto Fernández,10,Braga,Por,22,10,427,1.3,0.4,0.5,0.6,0.6,0.5,1.4,1.39,-0.39,0.29,13,0.11,6.4
2268,Michel Aebischer,5,Bologna,Ita,27,7,380,0.7,0.9,0.1,1.1,0.0,0.4,0.6,0.19,-0.19,0.05,5,0.04,6.45
371,Ben Johnson,5,Ipswich,Ing,24,6,401,0.2,0.5,0.5,0.5,0.0,0.3,1.3,0.05,-0.05,0.01,1,0.05,6.56
1057,Georgios Kyriakopoulos,5,Monza,Ita,28,12,1080,0.8,1.5,0.6,1.6,0.0,0.7,0.9,0.36,0.64,0.03,9,0.04,6.97
1548,Josha Vagnoman,5,Stuttgart,Ger,23,9,672,0.2,1.0,0.3,0.7,0.0,0.4,0.9,0.33,0.67,0.04,2,0.17,6.51
2125,Martín Satriano,10,Lens,Fra,23,4,39,0.8,0.5,0.3,0.0,0.0,0.5,0.5,0.34,-0.34,0.78,3,0.11,6.23
1636,Juho Talvitie,10,Heracles,Ned,19,10,435,1.0,0.1,1.5,0.5,0.0,0.6,0.8,1.22,-0.22,0.25,10,0.12,6.5
1394,Jean-Ricner Bellegarde,5,Wolves,Ing,26,10,479,0.6,0.6,0.2,1.4,0.0,0.7,0.7,0.27,0.73,0.05,6,0.05,6.31
125,Alex Scott,5,Bournemouth,Ing,21,8,260,0.4,0.6,0.3,1.6,0.0,0.4,0.6,0.11,-0.11,0.04,3,0.04,6.52
1322,Jakub Kiwior,5,Arsenal,Ing,24,4,96,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.05
1227,Idrissa Gueye,5,Everton,Ing,35,10,734,1.0,0.4,0.3,0.9,0.0,1.2,0.9,0.73,-0.73,0.09,10,0.07,6.56
1946,Lukasz Fabianski,0,West Ham,Ing,39,4,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.67
1301,Jack Taylor,5,Ipswich,Ing,26,6,128,0.8,0.0,0.2,0.0,0.0,0.0,0.3,0.4,-0.4,0.28,5,0.08,6.14
1283,Iván Alejo,5,Cadiz,Esp,29,20,1071,0.6,1.0,0.8,1.7,0.3,0.9,2.0,1.34,0.66,0.11,12,0.11,6.62
96,Alejandro Cantero,10,Levante,Esp,24,25,597,0.6,0.1,0.3,0.2,0.0,0.3,0.6,2.47,-2.47,0.37,15,0.16,6.12
3429,Zé Luís,10,AVS Futebol SAD,Por,33,4,127,0.8,0.3,0.3,0.5,0.0,0.0,1.0,0.29,-0.29,0.21,3,0.1,6.39
721,Derek Cornelius,2,Marseille,Fra,26,7,517,0.1,0.4,0.0,0.9,0.0,0.1,0.3,0.07,-0.07,0.01,1,0.07,6.5
1086,Giorgi Aburjania,2,AVS Futebol SAD,Por,29,8,287,0.1,1.1,0.1,0.5,0.0,0.1,0.3,0.34,-0.34,0.11,1,0.34,6.37
144,Alexsandro Ribeiro,2,Lille,Fra,25,9,810,0.6,0.3,0.0,1.3,0.1,0.2,0.6,0.32,-0.32,0.04,5,0.06,6.9
2770,Ricardo Mangas,5,Vitoria de Guimaraes,Por,26,4,340,1.3,0.8,0.8,1.8,0.5,0.0,2.3,1.26,-1.26,0.33,5,0.25,6.66
1771,Konstantinos Koulierakis,2,Wolfsburg,Ger,20,8,565,0.6,0.4,0.1,0.8,0.0,0.1,0.5,0.14,-0.14,0.02,5,0.03,6.76
954,Finn Stam,2,FC Groningen,Ned,21,10,604,0.2,0.2,0.1,0.5,0.1,0.3,0.7,0.04,-0.04,0.01,2,0.02,6.62
2747,Raúl Parra,2,Cadiz,Esp,24,2,88,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.33
328,Augusto Dabó,2,Boavista,Por,20,5,94,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.06,-0.06,0.06,1,0.06,6.16
414,Boris Popovic,2,Arouca,Por,24,7,544,0.1,0.0,0.1,0.3,0.0,0.1,0.3,0.05,-0.05,0.01,1,0.05,6.34
166,Alphonso Davies,5,Bayern,Ger,24,9,736,0.8,1.8,1.8,1.6,0.1,0.9,1.7,0.29,-0.29,0.04,7,0.04,7.14
1823,Leif Davis,5,Ipswich,Ing,24,11,990,0.8,2.5,0.5,1.1,0.3,0.3,1.5,0.44,0.56,0.04,9,0.05,6.9
2274,Mickaël Tirpan,5,Willem II,Ned,31,12,1044,0.2,0.7,0.3,0.8,0.0,0.9,0.8,0.04,-0.04,0.0,2,0.02,6.74
460,Bryan Limbombe,5,Heracles,Ned,23,4,247,2.0,0.5,1.0,1.0,0.3,1.8,1.0,0.39,-0.39,0.14,8,0.05,6.32
536,Christian Eriksen,10,Man Utd,Ing,32,8,441,0.3,1.8,0.0,0.3,0.0,0.4,0.1,0.11,-0.11,0.02,2,0.05,6.56
1292,Iza Carcelén,2,Cadiz,Esp,31,25,1546,0.4,0.4,0.4,1.0,0.0,0.6,1.1,0.43,-0.43,0.03,11,0.04,6.57
1931,Luismi Cruz,10,Sevilla,Esp,23,2,12,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.1
1293,Iñaki Williams,10,Athletic Club,Esp,30,38,2787,2.5,0.9,0.7,1.1,0.8,1.1,2.4,14.71,-6.71,0.48,95,0.15,6.71
2844,Rodrigo Ribeiro,10,AVS Futebol SAD,Por,19,6,439,2.2,0.3,0.3,1.2,1.5,1.0,2.2,1.21,-1.21,0.25,13,0.09,6.36
3384,Yoane Wissa,10,Brentford,Ing,28,8,569,1.9,0.5,0.5,1.9,0.1,0.8,2.4,4.99,2.01,0.79,15,0.33,7.17
1324,Jamal Amofa,2,Go Ahead Eagles,Ned,25,2,160,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.51,-0.51,0.29,1,0.51,5.65
1538,Joris Chotard,2,Montpellier,Fra,23,5,349,0.2,0.0,0.6,0.4,0.2,0.4,0.6,0.08,-0.08,0.02,1,0.08,6.07
1860,Lois Diony,10,Angers,Fra,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,6.0
296,Armando Izzo,2,Monza,Ita,32,11,958,0.3,0.4,0.4,1.1,0.0,0.1,0.6,0.14,-0.14,0.01,3,0.05,6.78
531,Chris Lokesa,5,RKC Waalwijk,Ned,20,9,600,1.2,0.9,1.3,0.9,0.1,1.9,2.2,1.08,-1.08,0.16,11,0.1,6.22
1476,Jon Bautista,10,Real Sociedad,Esp,29,1,45,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.05,-0.05,0.1,1,0.05,6.61
1314,Jaime Mata,10,Getafe,Esp,36,23,664,0.4,0.3,0.2,0.7,0.4,0.3,1.5,1.02,-0.02,0.14,10,0.1,6.13
748,Dimitry Bertaud,0,Montpellier,Fra,26,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.42
2156,Matheus Nunes,5,Man City,Ing,26,8,291,0.4,1.1,0.6,0.5,0.0,0.6,0.6,0.2,-0.2,0.06,3,0.07,6.56
2488,Noah Weißhaupt,5,Freiburg,Ger,23,3,78,0.3,0.0,0.3,2.0,0.0,0.0,1.0,0.09,-0.09,0.1,1,0.09,6.09
2170,Mathías Olivera,5,Getafe,Esp,27,32,2807,0.8,1.0,0.8,1.4,0.1,1.2,1.9,2.76,-1.76,0.09,24,0.11,7.0
1458,Joelinton,10,Newcastle,Ing,28,11,929,1.6,1.0,0.5,1.4,0.2,1.9,1.8,2.28,-0.28,0.22,18,0.13,6.82
2568,Ousmane Dembélé,10,Barcelona,Esp,27,21,1413,2.2,2.1,2.8,0.8,0.2,1.3,1.8,3.13,-2.13,0.2,46,0.07,7.46
2861,Roméo Lavia,2,Chelsea,Ing,20,6,341,0.0,0.8,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.6
1136,Gustaf Lagerbielke,2,Twente,Ned,24,4,124,0.5,0.0,0.0,1.0,0.0,0.0,0.3,0.13,-0.13,0.09,2,0.06,6.5
133,Alexander Meyer,0,Borussia Dortmund,Ger,33,2,180,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.45
1096,Giuliano Simeone,5,Atletico,Esp,21,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0
2097,Marius Wolf,5,Augsburg,Ger,29,10,610,0.5,1.3,0.3,0.4,0.0,0.6,0.9,0.3,0.7,0.04,5,0.06,6.62
302,Arnaut Danjuma,10,Villarreal,Esp,27,23,1478,2.7,0.7,1.4,0.8,0.7,0.8,1.4,12.44,-2.44,0.76,62,0.2,6.91
1842,Levi Smans,5,SC Heerenveen,Ned,21,11,429,0.5,0.8,0.5,0.5,0.2,0.8,1.0,0.54,-0.54,0.11,5,0.11,6.21
3136,Thom van Bergen,10,FC Groningen,Ned,20,12,934,0.6,1.3,1.3,1.6,0.2,1.9,2.9,1.67,-0.67,0.16,7,0.24,6.64
1036,Gaetano Oristanio,10,Venezia,Ita,22,12,833,1.8,1.6,2.2,2.4,0.3,1.7,2.0,2.93,-1.93,0.32,21,0.14,6.79
2435,Nico Williams,5,Athletic Club,Esp,22,34,1330,1.0,0.5,1.3,0.7,0.3,0.8,1.1,2.58,-2.58,0.17,33,0.08,6.36
1714,Kepa,0,Bournemouth,Ing,30,6,540,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.62
1979,Madson,5,Moreirense,Por,25,11,759,1.8,1.0,0.7,2.4,0.3,1.0,1.7,1.53,0.47,0.18,20,0.08,6.83
171,Amadou Koné,5,Reims,Fra,19,6,191,0.3,0.2,0.2,0.8,0.0,0.3,0.7,0.03,-0.03,0.02,2,0.02,6.36
325,Aster Vranckx,5,Wolfsburg,Ger,22,4,126,0.0,0.3,0.5,1.3,0.0,0.3,1.5,0.0,0.0,0.0,0,0.0,6.3
2296,Mike Kleijn,2,Sparta Rotterdam,Ned,19,4,81,0.0,0.3,0.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0,0.0,6.18
2981,Sebastiaan Bornauw,2,Wolfsburg,Ger,25,7,630,0.9,0.0,0.0,0.3,0.0,0.1,0.3,1.03,0.97,0.15,6,0.17,6.71
1679,Kaio César,10,Vitoria de Guimaraes,Por,20,10,725,1.4,0.5,0.5,2.6,0.2,0.8,2.3,1.39,-0.39,0.17,14,0.1,6.61
2307,Mikey Moore,5,Tottenham,Ing,17,4,83,0.3,0.0,0.3,0.8,0.0,0.5,0.5,0.05,-0.05,0.05,1,0.05,6.06
2855,Romain Faivre,5,Brest,Fra,26,9,408,0.8,0.6,1.0,1.3,0.0,0.2,0.3,1.31,0.69,0.29,7,0.19,6.61
2029,Marc Bartra,5,Real Betis,Esp,33,23,1994,0.7,0.2,0.3,0.7,0.0,0.2,0.5,1.63,-0.63,0.07,15,0.11,6.95
618,Dani Parejo,5,Villarreal,Esp,35,33,2712,0.5,2.0,0.8,1.7,0.0,0.7,0.8,1.61,0.39,0.05,16,0.1,7.17
2272,Mickaël Malsa,2,Levante,Esp,29,26,1137,0.5,0.4,0.3,0.6,0.0,0.4,0.7,1.34,-0.34,0.11,13,0.1,6.37
3146,Thomas Ouwejan,5,NEC Nijmegen,Ned,28,10,619,0.6,1.3,0.3,0.2,0.0,0.5,0.5,1.03,-0.03,0.15,6,0.17,6.8
3321,Weston McKennie,5,Juventus,Ita,26,8,371,0.5,0.4,0.1,0.4,0.0,0.4,0.9,0.72,0.28,0.17,4,0.18,6.4
1750,Kiko Bondoso,5,Rio Ave,Por,28,10,629,0.7,0.8,0.3,0.7,0.2,1.2,0.8,1.51,-0.51,0.22,7,0.22,6.34
3129,Thierry Correia,5,Valencia,Esp,25,19,1424,0.2,0.4,0.6,1.5,0.0,0.4,1.5,0.48,-0.48,0.03,3,0.16,6.65
1449,Jochem Ritmeester van de Kamp,5,Almere City FC,Ned,21,12,918,0.5,0.5,0.5,0.8,0.1,0.6,0.7,0.97,-0.97,0.09,6,0.16,6.45
906,Facundo González,2,Feyenoord,Ned,21,3,24,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.32,-0.32,1.19,2,0.16,5.97
3200,Tommy Doyle,5,Wolves,Ing,23,8,263,0.5,0.4,0.3,0.3,0.0,0.1,0.5,0.42,-0.42,0.14,4,0.11,6.14
290,Ardian Ismajli,2,Empoli,Ita,28,12,1080,0.3,0.0,0.0,1.2,0.0,0.0,0.3,0.06,-0.06,0.0,3,0.02,7.13
682,David Pereira da Costa,5,Lens,Fra,23,6,217,0.7,0.8,0.2,0.7,0.0,0.5,1.0,0.22,-0.22,0.09,4,0.06,6.36
1105,Gonzalo Montiel,5,Sevilla,Esp,27,18,1073,0.3,0.6,0.2,0.7,0.2,0.3,0.8,0.25,0.75,0.02,5,0.05,6.45
307,Arouna Sangante,2,Le Havre,Fra,22,6,519,0.5,0.3,0.3,0.8,0.2,0.7,0.8,0.14,0.86,0.02,3,0.05,6.69
2580,Pablo,5,Gil Vicente,Por,20,2,22,0.5,0.0,0.5,2.0,0.0,0.5,1.0,0.06,-0.06,0.24,1,0.06,6.2
321,Asier Villalibre,10,Athletic Club,Esp,27,19,540,1.0,0.2,0.2,0.7,0.2,0.7,0.9,2.7,-0.7,0.45,19,0.14,6.27
1672,Jérémy Le Douaron,10,Brest,Fra,26,2,101,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.31,-0.31,0.27,2,0.15,5.98
2468,Niklas Stark,5,Werder Bremen,Ger,29,6,386,0.2,0.2,0.0,0.7,0.0,0.0,0.3,0.05,-0.05,0.01,1,0.05,6.57
2448,Nicolas Seiwald,2,RBL,Ger,23,6,341,0.2,0.3,0.0,0.0,0.0,0.5,0.3,0.02,-0.02,0.01,1,0.02,6.77
2919,Sam Johnstone,0,Wolves,Ing,31,5,450,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.43
69,Alan Ruiz,10,Estrela da Amadora,Por,31,10,414,1.1,0.7,1.2,0.7,0.1,0.5,1.1,0.42,-0.42,0.09,11,0.04,6.52
2589,Paco Alcácer,10,Villarreal,Esp,31,18,792,1.0,0.4,0.3,0.4,0.4,0.4,1.1,3.39,-2.39,0.39,18,0.19,6.45
953,Finn Porath,5,Holstein Kiel,Ger,27,10,649,0.5,0.6,0.2,0.9,0.0,0.6,0.6,0.4,-0.4,0.06,5,0.08,6.46
1835,Leonardo Spinazzola,5,Napoli,Ita,31,8,249,0.3,0.6,0.4,0.0,0.1,0.8,0.3,0.1,-0.1,0.04,2,0.05,6.33
2194,Matthias Braunöder,5,Como,Ita,22,6,261,0.3,0.0,0.2,0.8,0.0,0.3,0.3,0.06,-0.06,0.02,2,0.03,5.71
2148,Mateusz Kowalski,5,Parma Calcio 1913,Ita,19,1,57,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.48,-0.48,0.76,1,0.48,6.24
1502,Jordan Amavi,5,Brest,Fra,30,9,659,0.7,0.7,0.6,0.7,0.0,0.4,0.9,0.22,-0.22,0.03,6,0.04,6.4
247,Ansu Fati,10,Barcelona,Esp,22,10,334,1.8,0.2,0.4,1.2,0.3,0.2,1.8,1.34,2.66,0.36,18,0.07,6.7
545,Christian Walton,0,Ipswich,Ing,29,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.3
1508,Jordan Henderson,5,Ajax,Ned,34,10,562,0.4,1.4,0.1,0.2,0.0,0.1,0.5,0.26,-0.26,0.04,4,0.07,6.75
1673,Jérémy Livolant,5,Casa Pia AC,Por,26,4,63,0.3,0.3,0.0,0.5,0.3,0.0,0.5,0.08,-0.08,0.11,1,0.08,6.06
2924,Sami Ouaissa,5,NEC Nijmegen,Ned,20,11,481,0.5,0.5,0.4,1.0,0.1,0.7,1.4,0.59,2.41,0.11,5,0.12,6.53
2106,Marquinhos,5,PSG,Fra,30,9,718,0.4,0.3,0.3,0.4,0.1,0.0,0.1,0.73,-0.73,0.09,4,0.18,6.99
1076,Gianluca Gaetano,5,Cagliari,Ita,24,9,359,1.3,0.8,0.3,0.6,0.1,0.6,1.2,2.13,-2.13,0.53,12,0.18,6.3
899,Fabiano,5,Moreirense,Por,24,7,571,0.3,0.3,1.0,2.0,0.0,1.0,1.1,0.07,-0.07,0.01,2,0.03,6.34
2304,Mikel Oyarzabal,10,Real Sociedad,Esp,27,22,1674,1.9,1.8,1.0,1.2,0.2,1.3,1.7,9.23,-0.23,0.5,42,0.22,6.9
402,Beñat Turrientes,5,Real Sociedad,Esp,22,8,201,0.9,0.4,0.9,0.4,0.0,0.4,0.3,0.38,-0.38,0.17,7,0.05,6.29
2354,Moritz Broschinski,10,Bochum,Ger,24,10,545,1.7,0.2,0.3,0.3,0.3,1.2,2.9,1.46,-1.46,0.24,17,0.09,6.12
2449,Nicolas Viola,5,Cagliari,Ita,35,8,391,1.1,1.1,0.6,1.6,0.5,0.3,1.3,0.76,0.24,0.17,9,0.08,6.58
2215,Matías Vecino,5,Lazio,Ita,33,9,422,1.1,0.6,0.0,0.1,0.0,0.7,0.6,1.88,-0.88,0.4,10,0.19,6.59
1007,Fredrik Oldrup Jensen,2,NAC Breda,Ned,31,8,589,0.8,0.4,0.0,1.5,0.0,0.3,0.8,0.45,-0.45,0.07,6,0.07,6.34
2397,Neco Williams,5,Nottingham Forest,Ing,23,9,369,1.0,0.4,0.3,0.6,0.0,0.7,0.2,0.92,-0.92,0.23,9,0.1,6.53
809,El Bilal Touré,10,Stuttgart,Ger,23,9,312,1.6,0.7,0.3,0.3,0.1,0.1,1.1,1.48,0.52,0.43,14,0.11,6.58
111,Alessandro Gabrielloni,10,Como,Ita,30,7,77,0.3,0.3,0.0,0.4,0.0,0.0,0.3,0.17,-0.17,0.2,2,0.09,5.94
2136,Mason Holgate,5,Everton,Ing,28,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,5.87
929,Felix Agu,5,Werder Bremen,Ger,25,10,805,0.3,1.1,0.3,1.7,0.2,0.3,1.7,0.87,1.13,0.1,3,0.29,6.64
976,Flynn Downes,5,Southampton,Ing,25,10,897,0.5,1.2,0.1,1.7,0.0,1.2,0.9,0.58,-0.58,0.06,5,0.12,6.4
1637,Julen Agirrezabala,0,Athletic Club,Esp,23,4,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.81
572,Conor Bradley,5,Liverpool,Ing,21,6,141,0.3,0.0,0.2,0.3,0.0,0.0,0.2,0.43,-0.43,0.27,2,0.21,6.25
1346,Jan Zamburek,5,Heracles,Ned,23,4,283,0.0,0.8,0.3,1.5,0.0,0.8,0.8,0.0,0.0,0.0,0,0.0,6.52
2384,Nadir Zortea,5,Cagliari,Ita,25,9,612,1.0,0.9,0.8,0.8,0.0,0.8,0.9,0.78,1.22,0.12,9,0.09,6.53
689,David de Gea,0,Fiorentina,Ita,34,9,810,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.28
1355,Jason,5,Deportivo Alaves,Esp,30,14,683,0.6,1.2,0.4,0.9,0.0,0.5,0.9,1.19,-1.19,0.16,9,0.13,6.36
201,Andrea Carboni,2,Monza,Ita,23,9,752,0.2,0.2,0.2,0.9,0.0,0.2,0.2,0.09,-0.09,0.01,2,0.04,6.6
3249,Valentin Gendrey,5,Hoffenheim,Ger,24,8,454,0.3,1.3,0.4,1.1,0.3,0.9,0.9,0.43,0.57,0.09,2,0.21,6.77
2553,Ondrej Duda,10,Verona,Ita,29,9,718,0.8,1.2,0.9,2.0,0.0,1.0,1.9,0.39,-0.39,0.05,7,0.06,6.54
998,Frank Anguissa,5,Napoli,Ita,28,12,1080,1.0,0.7,0.8,0.7,0.0,0.8,1.3,0.79,0.21,0.07,12,0.07,6.92
1704,Keidi Bare,2,Espanyol,Esp,27,25,1488,0.2,0.3,0.4,1.2,0.0,0.4,0.4,0.31,0.69,0.02,4,0.08,6.41
2874,Rubén Duarte,2,Deportivo Alaves,Esp,29,34,2630,0.3,0.6,0.1,1.2,0.1,0.2,0.6,0.25,-0.25,0.01,9,0.03,6.65
1762,Kodai Sano,5,NEC Nijmegen,Ned,21,10,744,1.4,0.8,0.8,1.9,0.1,1.5,1.4,0.66,0.34,0.08,14,0.05,6.8
2797,Robbin Weijenberg,5,Go Ahead Eagles,Ned,20,5,60,0.2,0.4,0.0,0.0,0.0,0.4,0.6,0.02,-0.02,0.03,1,0.02,6.19
1367,Jasper Schendelaar,0,PEC Zwolle,Ned,24,12,1080,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,6.63
2394,Nathaniel Brown,2,Eintracht Frankfurt,Ger,21,3,184,1.3,0.0,0.7,1.0,0.0,0.0,1.3,1.77,0.23,0.86,4,0.44,7.2
657,Dante,2,Nice,Fra,41,8,654,0.5,0.0,0.4,0.8,0.0,0.3,1.0,0.39,-0.39,0.05,4,0.1,6.65
1665,Justin Diehl,10,Stuttgart,Ger,19,2,54,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,-0.2,0.33,2,0.1,5.98
167,Alysson,2,Santa Clara,Por,22,2,164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,5.88
2703,Radoslaw Majecki,0,Monaco,Fra,24,4,360,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.55
2607,Patrick Vroegh,5,RKC Waalwijk,Ned,24,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.26
789,Dário Essugo,2,Sporting,Por,19,2,16,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.1
2578,Oussama Targhalline,2,Le Havre,Fra,22,9,664,0.2,0.8,0.3,0.7,0.3,1.2,1.4,0.06,-0.06,0.01,2,0.03,6.45
2082,Mario Domínguez,10,Valencia,Esp,20,2,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.02
3181,Timothy Chandler,5,Eintracht Frankfurt,Ger,34,1,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.62
23,Adam Aznou,2,Bayern,Ger,18,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.05
2066,Marcos Llorente,10,Atletico,Esp,29,29,2456,0.6,0.9,0.7,0.6,0.2,0.8,1.4,0.73,-0.73,0.03,16,0.05,6.67
174,Amara Condé,5,SC Heerenveen,Ned,27,6,382,0.2,0.8,0.5,0.8,0.0,0.8,1.3,0.06,-0.06,0.01,1,0.06,6.56
924,Federico Dimarco,5,Inter,Ita,27,12,962,2.2,2.3,0.2,0.6,0.5,0.2,0.8,1.43,-0.43,0.13,26,0.06,7.06
968,Florian Micheler,5,Hoffenheim,Ger,19,1,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.01
3199,Tommaso Rubino,5,Fiorentina,Ita,18,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.17
1315,Jaiminho,10,Farense,Por,27,2,64,1.0,0.0,1.5,0.5,0.0,1.0,1.0,0.42,-0.42,0.59,2,0.21,6.11
2629,Paxten Aaronson,5,FC Utrecht,Ned,21,11,811,1.7,0.8,0.9,1.1,0.0,1.4,1.1,1.85,2.15,0.21,19,0.1,7.23
478,Camiel Neghli,5,Sparta Rotterdam,Ned,23,12,890,1.6,0.9,1.2,0.5,0.3,1.0,2.8,1.3,2.7,0.13,19,0.07,6.72
3409,Yuri Ribeiro,5,Braga,Por,27,6,278,0.3,0.3,0.2,1.7,0.0,0.5,0.7,0.13,-0.13,0.04,2,0.07,6.52
812,Elia Caprile,0,Napoli,Ita,23,4,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.9
989,Francisco Conceição,5,Juventus,Ita,21,7,379,1.9,1.4,1.7,1.4,0.3,1.0,1.0,0.89,0.11,0.21,13,0.07,6.88
3449,Álvaro Bastida,5,Cadiz,Esp,20,6,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.13
2438,Nicola Zalewski,5,Roma,Ita,22,8,488,0.5,1.1,0.3,1.5,0.1,0.5,0.8,0.18,-0.18,0.03,4,0.05,6.3
332,Axel Camblan,5,Brest,Fra,21,2,24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.08,0.32,1,0.08,6.07
